Size,aes11,aes12,aes14,rocca11,rocca13,rocca16
3943,18.696346531979692,13.541133056773937,10.455851783803661,9.142920197080354,5.750056454245706,3.516158050490051
3944,18.700797758516558,13.544290397190824,10.458169366757415,9.144591355657592,5.751044655927197,3.5166662151558548
3945,18.705248906720254,13.547447652916675,10.460486878586323,9.14626247360064,5.752032824692733,3.5171744162081886
3946,18.709699976562455,13.550604823910124,10.462804319273053,9.14793355091407,5.753020960517003,3.5176826536370864
3947,18.71415096801485,13.55376191012981,10.465121688800279,9.149604587602461,5.754009063374696,3.518190927432582
3948,18.718601881049114,13.556918911534364,10.467438987150677,9.151275583670387,5.754997133240502,3.518699237584711
3949,18.72305271563693,13.560075828082432,10.469756214306923,9.152946539122425,5.755985170089109,3.5192075840835058
3950,18.727503471749984,13.563232659732641,10.472073370251685,9.154617453963153,5.75697317389521,3.5197159669190015
3951,18.73195414935995,13.566389406443633,10.47439045496764,9.156288328197148,5.757961144633491,3.520224386081233
3952,18.73640474843852,13.569546068174041,10.476707468437462,9.157959161828984,5.758949082278643,3.5207328415602337
3953,18.740855268957368,13.572702644882506,10.479024410643822,9.159629954863238,5.759936986805356,3.5212413333460377
3954,18.74530571088818,13.575859136527662,10.481341281569396,9.161300707304488,5.760924858188321,3.52174986142868
3955,18.749756074202633,13.579015543068142,10.483658081196857,9.162971419157309,5.761912696402224,3.522258425798194
3956,18.75420635887241,13.582171864462586,10.485974809508878,9.164642090426277,5.762900501421757,3.5227670264446145
3957,18.7586565648692,13.585328100669631,10.488291466488134,9.16631272111597,5.763888273221608,3.5232756633579756
3958,18.76310669216467,13.588484251647913,10.490608052117297,9.167983311230962,5.764876011776468,3.523784336528311
3959,18.76755674073052,13.591640317356065,10.492924566379044,9.169653860775835,5.765863717061026,3.5242930459456554
3960,18.772006710538417,13.594796297752726,10.495241009256041,9.171324369755158,5.766851389049972,3.5248017916000434
3961,18.776456601560046,13.597952192796535,10.497557380730969,9.172994838173512,5.767839027717995,3.5253105734815082
3962,18.78090641376709,13.601108002446123,10.499873680786502,9.174665266035472,5.768826633039786,3.525819391580085
3963,18.78535614713124,13.60426372666013,10.50218990940531,9.176335653345618,5.769814204990031,3.526328245885807
3964,18.789805801624162,13.607419365397192,10.504506066570064,9.178006000108518,5.770801743543424,3.5268371363887097
3965,18.79425537721755,13.610574918615946,10.506822152263444,9.179676306328755,5.771789248674651,3.527346063078827
3966,18.798704873883075,13.613730386275027,10.509138166468121,9.181346572010908,5.772776720358404,3.527855025946192
3967,18.80315429159242,13.61688576833307,10.511454109166769,9.183016797159546,5.773764158569371,3.5283640249808403
3968,18.80760363031728,13.620041064748714,10.513769980342058,9.184686981779251,5.774751563282243,3.5288730601728053
3969,18.812052890029324,13.623196275480595,10.516085779976668,9.186357125874594,5.7757389344717085,3.529382131512121
3970,18.816502070700235,13.626351400487348,10.51840150805327,9.188027229450157,5.776726272112457,3.529891238988823
3971,18.820951172301697,13.629506439727612,10.520717164554533,9.189697292510516,5.7777135761791785,3.530400382592944
3972,18.825400194805397,13.63266139316002,10.523032749463137,9.191367315060242,5.778700846646563,3.530909562314519
3973,18.829849138183004,13.635816260743212,10.525348262761753,9.193037297103917,5.779688083489299,3.531418778143582
3974,18.83429800240621,13.638971042435822,10.527663704433055,9.194707238646117,5.780675286682077,3.5319280300701674
3975,18.838746787446695,13.642125738196485,10.529979074459717,9.196377139691414,5.7816624561995855,3.5324373180843094
3976,18.843195493276138,13.645280347983842,10.532294372824412,9.19804700024439,5.782649592016515,3.532946642176042
3977,18.847644119866224,13.648434871756525,10.534609599509812,9.199716820309618,5.783636694107556,3.5334560023353996
3978,18.852092667188632,13.651589309473174,10.536924754498594,9.201386599891674,5.784623762447396,3.533965398552416
3979,18.856541135215043,13.654743661092422,10.539239837773431,9.203056338995136,5.785610797010724,3.5344748308171265
3980,18.860989523917137,13.65789792657291,10.541554849316995,9.204726037624582,5.786597797772233,3.5349842991195644
3981,18.865437833266604,13.661052105873267,10.543869789111959,9.206395695784584,5.78758476470661,3.535493803449764
3982,18.86988606323512,13.664206198952135,10.546184657141,9.208065313479722,5.788571697788545,3.536003343797759
3983,18.874334213794366,13.667360205768151,10.548499453386789,9.209734890714572,5.789558596992728,3.5365129201535854
3984,18.878782284916024,13.670514126279949,10.550814177831999,9.211404427493708,5.7905454622938475,3.537022532507276
3985,18.88323027657178,13.673667960446165,10.553128830459306,9.21307392382171,5.791532293666595,3.537532180848865
